ID,Lat,Lon,Date,Ele,Obs,Count,Species,Scientific,Accuracy,Comment,Location
727,-0.2026424,37.49226026,7/10/14 10:05,2440,2 rough wing swallows,2,Rough-winged Swallow,Psalidoprocne pristoptera,10,,
55549,-1.928518047,36.0899625,7/12/14 5:24,646,"Wildcat, 500m ago",1,Wildcat,Felis silvestris lybica,500,,500m ago
1883,-1.93243864,36.08963217,7/12/14 5:26,646,Genet,1,Genet,,10,,
55764,-1.949765668,36.08037821,7/12/14 5:44,642,Wypt 01,1,,,10,,
1308,-1.953670294,36.07282905,7/12/14 5:48,645,B e fox,1,Bat-eared Fox,Otocyon megalotis,10,,
55902,-1.962715373,36.06371683,7/12/14 5:52,642,Yn spur fowl,1,Yellow-necked Spurfowl,Pternistis leucoscepus,10,,
2379,-2.002595924,36.05250981,7/12/14 6:32,633,"Lion female with 3 cubs, 5 yn spur fowl, 1 grey hornbill, 5 mous",5,Yellow-necked Spurfowl,Pternistis leucoscepus,200,,200m
2379,-2.002595924,36.05250981,7/12/14 6:32,633,"Lion female with 3 cubs, 5 yn spur fowl, 1 grey hornbill, 5 mous",1,Grey Hornbill,Tockus nasutus,200,,
2281,-2.016203147,36.04270265,7/12/14 7:32,625,Kori,1,Kori Bustard,Ardeotis kori,10,,
1049,-2.015296686,36.04247759,7/12/14 8:01,633,6 lions. Wildebeest kill,1,,,10,,
1564,-2.01156016,36.0502591,7/12/14 8:06,631,Coucal thing,1,,,10,,
1665,-1.996525624,36.05923955,7/12/14 8:11,639,Dark chanting Goshawk,1,,,10,,
1029,-1.991170174,36.05797422,7/12/14 8:26,638,"5 Grey Hornvills, 50 yb oxpexker associated with 6 Zebras",5,Grey Hornbill,Tockus nasutus,10,with 6 Zebras,
1029,-1.991170174,36.05797422,7/12/14 8:26,638,"5 Grey Hornvills, 50 yb oxpexker associated with 6 Zebras",50,Yellow-billed Oxpecker,Buphagus africanus,10,with 6 Zebras,
987,-1.961055757,36.06318131,7/12/14 9:09,648,4 yn spur fowl,4,Yellow-necked Spurfowl,Pternistis leucoscepus,10,,
55270,-1.946758241,36.07382264,7/12/14 9:19,650,Vdd hornbill female ,1,Van der Decken's Hornbill,Tockus deckeni,10,female,
3026,-1.944378619,36.07674918,7/12/14 9:21,645,"RB hornbill, 2 vdd",1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
3026,-1.944378619,36.07674918,7/12/14 9:21,645,"RB hornbill, 2 vdd",2,Van der Decken's Hornbill,Tockus deckeni,10,,
3046,-1.938512754,36.07614376,7/12/14 9:24,658,RB Hornbill ,1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
2887,-1.93674589,36.07465337,7/12/14 9:25,656,PC goshawk ,1,Pale Chanting Goshawk,Melierax poliopterus,10,,
687,-1.933504064,36.07330355,7/12/14 9:27,660,2 rbhorn,2,Red-billed Hornbill,Tockus erythrorhynchus,10,,
668,-1.931077209,36.07348954,7/12/14 9:28,652,2 RBH,2,Red-billed Hornbill,Tockus erythrorhynchus,10,,
489,-1.927403295,36.07700734,7/12/14 9:32,656,"2rbh, 1 vdd",2,Red-billed Hornbill,Tockus erythrorhynchus,10,,
489,-1.927403295,36.07700734,7/12/14 9:32,656,"2rbh, 1 vdd",1,Van der Decken's Hornbill,Tockus deckeni,10,,
119,-1.900830357,36.08956385,7/12/14 9:42,660,1vdd 100m ago,1,Van der Decken's Hornbill,Tockus deckeni,100,,100m ago
333,-1.898929635,36.09035075,7/12/14 9:43,659,1 RBH ,1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
2002,-1.897473866,36.09068007,7/12/14 9:44,665,Grey Hornbill fly 2,2,Grey Hornbill,Tockus nasutus,10,,
3006,-1.884933659,36.09584844,7/12/14 9:47,665,RBH 100m ago,1,Red-billed Hornbill,Tockus erythrorhynchus,100,,100m ago
2300,-1.877521123,36.09885033,7/12/14 9:49,666,Kori 1,1,Kori Bustard,Ardeotis kori,10,,
61,-1.873092712,36.10026143,7/12/14 9:50,665,1rbh,1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
314,-1.874578069,36.09983437,7/12/14 9:50,668,1 RBH,1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
55310,-1.869722642,36.10014852,7/12/14 9:51,671,Vdd male,1,Van der Decken's Hornbill,Tockus deckeni,10,male,
411,-1.862186808,36.09914253,7/12/14 9:54,671,1 vdd,1,Van der Decken's Hornbill,Tockus deckeni,10,,
2926,-1.858128584,36.0999181,7/12/14 9:55,675,Pigmy  falc or,1,Pigmy  falcon,Polihierax semitorquatus,10,,
1584,-1.852767309,36.10488522,7/12/14 10:00,673,"Couple RBH, camp ",2,Red-billed Hornbill,Tockus erythrorhynchus,10,pair,
1366,-1.852618321,36.10404678,7/12/14 16:52,674,Camp research hut,1,,,10,,
947,-1.862370498,36.11084006,7/12/14 18:06,663,"4 little beeater, speck mousebirds",4,Little Bee-eater,Merops pusillus,10,,
947,-1.862370498,36.11084006,7/12/14 18:06,663,"4 little beeater, speck mousebirds",1,Speckled Mousebird,Colius striatus,10,,
2826,-1.865065908,36.11301566,7/12/14 18:19,656,"PAir RB hornbill, two hooded lapwing . Working up ground together",2,Hooded Lapwing,Vanellus coronatus,10,,
2826,-1.865065908,36.11301566,7/12/14 18:19,656,"PAir RB hornbill, two hooded lapwing . Working up ground together",2,Red-billed Hornbill,Tockus erythrorhynchus,10,pair,
55862,-1.847813851,36.24076458,7/12/14 18:19,662,Wypt 014,1,,,10,,
1705,-1.854074551,36.11550358,7/13/14 7:41,665,Drongo,1,Drongo,Dicrurus adsimilis,10,,
1982,-1.852882644,36.11976997,7/13/14 8:13,660,Grey Hornbill,1,Grey Hornbill,Tockus nasutus,10,,
927,-1.852550302,36.11833524,7/13/14 8:18,655,"4 grey hornbills, 1 of them static, singing ",4,Grey Hornbill,Tockus nasutus,10,singing,
235,-1.851643506,36.11516126,7/13/14 8:28,660,1 Kori,1,Kori Bustard,Ardeotis kori,10,,
294,-1.852468494,36.10349449,7/13/14 9:00,673,"1 RBH, 3 w throated beeater",1,Red-billed Hornbill,Tockus erythrorhynchus,10,,
294,-1.852468494,36.10349449,7/13/14 9:00,673,"1 RBH, 3 w throated beeater",3,White-throated Bee-eater,Merops albicollis,10,,
55290,-1.852757293,36.10326399,7/13/14 11:02,673,VDD hornbill nest (former). Photo. vDD pair,2,Van der Decken's Hornbill,Tockus deckeni,10,pair,
1209,-1.852664505,36.10324538,7/13/14 11:03,671,"Black necked weaver, black headed oriole",1,Black-headed Oriole,Oriolus larvatus,10,,
1209,-1.852664505,36.10324538,7/13/14 11:03,671,"Black necked weaver, black headed oriole",1,Black-necked Weaver,Ploceus nigricollis,10,,
2847,-1.852149689,36.10211609,7/13/14 11:10,655,Paradise flycatcher male,1,Paradise flycatcher,Terpsiphone viridis,10,male,
2420,-1.852398966,36.10197142,7/13/14 11:21,660,Malachite kingfisher ,1,Malachite kingfisher ,Alcedo cristata,10,,
55250,-1.851630597,36.10292553,7/13/14 11:27,668,VDD female ,1,Van der Decken's Hornbill,Tockus deckeni,10,female,
1624,-1.851427546,36.10317439,7/13/14 11:32,667,"Crowned hornbill nest 1 month old, vdd male, African harrier haw",1,Van der Decken's Hornbill,Tockus deckeni,10,male,
1624,-1.851427546,36.10317439,7/13/14 11:32,667,"Crowned hornbill nest 1 month old, vdd male, African harrier haw",1,African harrier hawk,Polyboroides typus,50,,50m
3106,-1.851494936,36.10337446,7/13/14 12:01,664,"Rufous Babbler, abyss whiteye, paradise flycatcher flock ",2+,Rufous Chatterer,Turdoides rubiginosus,10,,
3106,-1.851494936,36.10337446,7/13/14 12:01,664,"Rufous Babbler, abyss whiteye, paradise flycatcher flock ",2+,Abyss whiteye,Zosterops abyssinicus flavilateralis,10,,
3106,-1.851494936,36.10337446,7/13/14 12:01,664,"Rufous Babbler, abyss whiteye, paradise flycatcher flock ",1,Paradise flycatcher ,Terpsiphone viridis,10,,
55426,-1.852837047,36.10437761,7/13/14 12:15,672,"Weaver nests at camp: vitelline masked, lesser masked, white bro",1,,,10,,
1962,-1.389407027,36.80427893,7/13/14 18:35,1664,Grey Crowned Crane flyover to NB park,1,Grey Crowned Crane,Balearica regulorum,10,flyover,
1130,-1.574755088,36.44556155,7/14/14 16:35,1013,African golden breasted bunting,1,African golden breasted Bunting,Emberiza flaviventris,10,,
215,-1.576992427,36.44438809,7/14/14 16:47,1001,1 grey hornbill,1,Grey Hornbill,Tockus nasutus,10,,
2562,0.334821912,36.90267074,7/17/14 8:40,1659,"Mpala hornbill mistnets 1, black cuckooshrike, wb couc",1,Black Cuckoo-shrike,Campephaga flava,10,,
2562,0.334821912,36.90267074,7/17/14 8:40,1659,"Mpala hornbill mistnets 1, black cuckooshrike, wb couc",1,White-browed Coucal,Centropus superciliosus,10,,
2084,0.318868551,36.90996082,7/18/14 10:42,1643,Hoopoe,1,Hoopoe,Upupa,10,unclear whether European or African,
